"report_name","anon_report_name","report_start","report_end","landarea_cultivated","landarea_grass","landarea_noncropping","emissions_category","section","ecid","input_quantity","input_units","input_description","total_emissions_tCO2e","total_sequestration_tCO2e","scope_1_tCO2e","scope_1_CO2_tCO2e","scope_1_biogenic_CO2_tCO2e","scope_1_mechanical_CO2_tCO2e","scope_1_CH4_tCO2e","scope_1_mechanical_CH4_tCO2e","scope_1_otherbiogenic_CH4_tCO2e","scope_1_enteric_CH4_tCO2e","scope_1_manure_CH4_tCO2e","scope_1_N2O_tCO2e","scope_1_direct_N2O_tCO2e","scope_1_indirect_volatilisation_N2O_tCO2e","scope_1_mechanical_N2O_tCO2e","scope_1_otherGHG_tCO2e","scope_2_tCO2e","scope_2_CO2_tCO2e","scope_2_CH4_tCO2e","scope_2_N2O_tCO2e","scope_2_otherGHG_tCO2e","scope_3_tCO2e","scope_3_CO2_tCO2e","scope_3_CH4_tCO2e","scope_3_N2O_tCO2e","scope_3_otherGHG_tCO2e","scope_4_tCO2e","kg_manure","emission_name","harvested_area","dry_matter_intake","livestock_bought","livestock_sold","slurry_%","farm_yard_manure_%","in_field_manure_%","spread_%","spreading_grassland_%","spreading_arable_%","animal_weight_kg","ko_%","wool_produced_kg","dairy_yield","milk_fat_%","milk_protein_%","eggs_produced"
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Woodland, agroforestry & silvopasture - Modelled - Average woodland options - Mixed woodland, no management","sequestration","sequ_00003",2,"Hectares (ha)",NA,0,-8.8533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Liquid fuels - Diesel - Red diesel (gas oil)","fuels","fuel_00016",12920,"Litres","0",43.6967,0,35.5998,35.1954,0,0,0.0413,0,0,0,0,0.3631,0,0,0,0,0,0,0,0,0,8.097,0,0,0,8.097,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Liquid fuels - Diesel - Road diesel (forecourt diesel)","fuels","fuel_00017",10528,"Litres","0",34.5718,0,26.4548,26.1052,0,0,0.0032,0,0,0,0,0.3464,0,0,0,0,0,0,0,0,0,6.4326,0,0,0,6.4326,1.6845,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Electricity - Average tariff","fuels","fuel_00012",32795.39,"Kilowatt hours (kWh)","0",12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7886,6.7198,0.0295,0.0394,0,2.2366,0.5936,0.0033,0.0033,1.6365,3.7747,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Operations & Contracting - Contracted operations (C.O) - Contracted baling (C.O) - Baling by the bale - Round bales (C.O)","fuels","fuel_00078",200,"Bales","0",0.3579,0,0.2916,0.2882,0,0,0.0003,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.0663,0,0,0,0.0663,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Higher tier stewardship & land management change - Modelled - Arable to EE3 or OE3 (6m grass buffer strips)","sequestration","sequ_00030",34,"Hectares (ha)",NA,0,-124.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Permanent Peat Wetland - Modelled","sequestration","sequ_00017",1,"Hectares (ha)",NA,0,-0.1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Woodland, agroforestry & silvopasture - Modelled - Average woodland options - Broadleaf woodland, no management","sequestration","sequ_00005",10,"Hectares (ha)",NA,0,-40.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Hedgerows - Modelled - Managed hedgerow (generic)","sequestration","sequ_00007",74736.15,"Length in metres",NA,0,-82.2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Higher tier stewardship & land management change - Modelled - Rough permanent grassland with summer grazing","sequestration","sequ_00033",70,"Hectares (ha)",NA,0,-12.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Electricity - Electricity exported to grid","fuels","fuel_00015",30000,"Kilowatt hours (kWh)","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Agricultural crops - Barley - Half of the barley straw removed (Default)","crops","crop_00002",183.48,"Tonnes harvested",NA,8.1282,0,8.1282,0,0,0,0,0,0,0,0,8.1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Fertilisers - Custom blend solid fertiliser","inputs","inpu_00022",18.72,"Tonnes",NA,26.2481,0,12.3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.869,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Fertilisers - Custom blend solid fertiliser","inputs","inpu_00022",14.4,"Tonnes",NA,26.3864,0,12.8553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5311,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Sprays - Actual spray products - Fungicides - Ascra","inputs","inpu_00046",230,"Litres","0",1.7454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7454,0,0,0,1.7454,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Sprays - Actual spray products - Herbicides - Foxtrot","inputs","inpu_00120",150,"Litres","0",0.2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2757,0,0,0,0.2757,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Livestock - Sheep - Ewes","livestock","live_00015",220,"Average head of livestock",NA,52.3343,0,52.3343,0,0,0,45.0604,0,0,43.736,1.3244,7.2739,3.2142,2.5634,0,0,0,0,0,0,0,0,0,0,0,0,0,49384.5,NA,0,0,0,0,0,0,0,50,50,75,"0",0,0,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Livestock - Sheep - Lambs","livestock","live_00017",330,"Average head of livestock",NA,33.0503,0,33.0503,0,0,0,28.8632,0,0,28.3668,0.4964,4.1871,1.6251,1.5926,0,0,0,0,0,0,0,0,0,0,0,0,0,29630.7,NA,0,0,300,0,0,0,0,0,0,30,"0",0,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Gas fuels - Propane by volume","fuels","fuel_00003",3978,"Litres","0",6.8628,0,6.14,6.1317,0,0,0.0052,0,0,0,0,0.0032,0,0,0,0,0,0,0,0,0,0.7228,0,0,0,0.7228,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Plastics - Average","waste","wast_00014",0,"Tonnes",NA,0,-6.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Livestock - Beef cattle - Beef cattle (1+ years)","livestock","live_00005",50,"Average head of livestock",NA,120.5641,0,120.5641,0,0,0,107.3856,0,0,106.75,0.6356,13.1785,7.3733,3.6129,0,0,0,0,0,0,0,0,0,0,0,0,0,40049.625,NA,0,50,50,0,0,0,0,0,0,0,"0",0,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Agricultural crops - Barley - Half of the barley straw removed (Default)","crops","crop_00002",203.94,"Tonnes harvested",NA,9.0346,0,9.0346,0,0,0,0,0,0,0,0,9.0346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Field margins (uncultivated) - Modelled","sequestration","sequ_00016",10000,"Length in metres",NA,0,-67.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Countryside Stewardship - Modelled - AB15 - Two year sown legume fallow - AB15 - winter wheat baseline","sequestration","sequ_00048",134,"Hectares (ha)","0",0,-481.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Sprays - Actual spray products - Herbicides - Galop Glyphosate","inputs","inpu_00123",166.6,"Litres","0",1.5974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5974,0,0,0,1.5974,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_32_2025","01/01/2022","31/12/2025",227,262,42,"Water systems - Storage tanks - Plastic (polythene)","materials","mate_00154",200,"Tonnes",NA,513.7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.7178,0,0,0,513.7178,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Woodland, agroforestry & silvopasture - Modelled - Average woodland options - Mixed woodland, no management","sequestration","sequ_00003",8.8,"Hectares (ha)",NA,0,-38.9545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Hedgerows - Modelled - Hedgerows (large growth with trees)","sequestration","sequ_00008",13939,"Length in metres",NA,0,-85.1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Hedgerows - Modelled - Managed hedgerow (generic)","sequestration","sequ_00007",1200,"Length in metres",NA,0,-0.2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Countryside Stewardship - Modelled - BE5 - Creation of traditional orchards [HC21] - BE5 - winter wheat baseline","sequestration","sequ_00073",0.7,"Hectares (ha)","0",0,-3.5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Perennial crops - Modelled - Top Fruit (average)","sequestration","sequ_00009",0.1,"Hectares (ha)",NA,0,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Permanent Peat Wetland - Modelled","sequestration","sequ_00017",3.4,"Hectares (ha)",NA,0,-0.4987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Countryside Stewardship - Modelled - WD8 - Creation of successional areas and scrub [HC17] - WD8 - semi-improved grassland - lowland sheep baseline","sequestration","sequ_00189",5.6,"Hectares (ha)","0",0,-7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Countryside Stewardship - Modelled - GS8 - Creation of species-rich grassland [HK8] - GS8 - winter wheat baseline","sequestration","sequ_00114",9.7,"Hectares (ha)","0",0,-41.8264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Countryside Stewardship - Modelled - GS4 - Legume and herb-rich swards [HK21] - GS4 - temporary grassland silage baseline","sequestration","sequ_00109",64,"Hectares (ha)","0",0,-200.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Road - Contracted - Lorry (3.5 â€“ 33t)","distribution","dist_00002",10,"Delivery distance in miles","Haulage to Hallworthy",0.1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1186,0.0939,0,0.0016,0.0231,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Woodland, agroforestry & silvopasture - Modelled - Species and age specific woodlands - Ash, willow, birch or other native species woodland","sequestration","sequ_wood_02",7.5,"Hectares (ha)",NA,0,-14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Permanent Peat Wetland - Modelled","sequestration","sequ_00017",0.25,"Hectares (ha)",NA,0,-0.0367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Fertilisers - Custom blend solid fertiliser","inputs","inpu_00022",6.6,"Tonnes",NA,11.1689,0,5.4556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7134,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Agricultural crops - Barley - Wholecrop or most of the barley straw removed","crops","crop_00111",73.5,"Tonnes harvested",NA,2.3626,0,2.3626,0,0,0,0,0,0,0,0,2.3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Agricultural crops - Barley - Wholecrop or most of the barley straw removed","crops","crop_00111",101,"Tonnes harvested",NA,3.2466,0,3.2466,0,0,0,0,0,0,0,0,3.2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Agricultural crops - Maize - Wholecrop or most of the maize residues removed","crops","crop_00140",468,"Tonnes harvested",NA,8.6105,0,8.6105,0,0,0,0,0,0,0,0,8.6105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Agricultural crops - Fodder and Forage crops - Root forage crops (assuming most is consumed or removed)","crops","crop_00012",280,"Tonnes harvested",NA,5.9713,0,5.9713,0,0,0,0,0,0,0,0,5.9713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Green manures, temporary grasslands, and cut forages - Annual N-fixing forages (assumed the crop is annually renewed) - Cash crop: Whole-crop or all N-fixing forage residues removed from the field","crops","crop_00187",76,"Tonnes harvested",NA,4.5748,0,4.5748,0,0,0,0,0,0,0,0,4.5748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Green manures, temporary grasslands, and cut forages - Non-N-fixing forages (assumed 5 years between crop renewals) - Forage crop: half of the non-N-fixing forage residues foraged in place","crops","crop_00191",680,"Tonnes harvested",NA,13.1478,0,13.1478,0,0,0,0,0,0,0,0,13.1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Fencing - Complete fencing - 3-Strand Barbed wire fencing (round posts)","materials","mate_00072",11000,"Metres",NA,13.6191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6191,0,0,0,13.6191,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Agricultural consumables - Bale wrap by square bale (0.658kg/bale LDPE film)","materials","mate_00225",200,"Number of Bales",NA,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383,0,0,0,0.383,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Operations & Contracting - Contracted operations (C.O) - Harvesting (C.O) - Combining (C.O)","fuels","fuel_00071",34.6,"Hectares (ha)","0",1.8022,0,1.4682,1.4516,0,0,0.0017,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3339,0,0,0,0.3339,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Operations & Contracting - Contracted operations (C.O) - Contracted baling (C.O) - Baling by area ~7.5 Heston bales (C.O)","fuels","fuel_00076",34.6,"Hectares (ha)","0",1.1117,0,0.9057,0.8954,0,0,0.0011,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0.206,0,0,0,0.206,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Operations & Contracting - Contracted operations (C.O) - Application (C.O) - Spraying (C.O)","fuels","fuel_00068",60.7,"Hectares (ha)","0",0.1642,0,0.1338,0.1323,0,0,0.0002,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0.0304,0,0,0,0.0304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Operations & Contracting - Contracted operations (C.O) - Harvesting (C.O) - Forage harvester (C.O)","fuels","fuel_00090",15.8,"Hectares (ha)","0",1.71,0,1.3932,1.3774,0,0,0.0016,0,0,0,0,0.0142,0,0,0,0,0,0,0,0,0,0.3169,0,0,0,0.3169,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Operations & Contracting - Contractors red-diesel usage","fuels","fuel_00047",320,"Litres","Fodder beet harvesting assume 32l/ha over 10ha",1.0823,0,0.8818,0.8717,0,0,0.001,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0.2005,0,0,0,0.2005,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Animal Feed - Calf rearing - High protein milk replacer powder","livestock","live_00099",2.5,"Tonnes",NA,6.3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3405,0,0,0,6.3405,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Animal Feed - Feed blends - Cattle feeds - 21% CP Dairy blend","livestock","live_00061",40,"Tonnes",NA,38.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.535,0,0,0,38.535,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Animal Feed - Feed components (GFLI) - Sugar beet","livestock","live_00054",49,"Tonnes",NA,5.6369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6369,0,0,0,5.6369,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Organic fertility sources - Cattle FYM - Cattle FYM: Disc incorporated on Grassland / Arable in Spring","crops","crop_00197",200,"Tonnes",NA,2.9818,0,2.9818,0,0,0,0,0,0,0,0,2.9818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Organic fertility sources - Compost & straw - Green (garden waste) Compost: Spread on Arable","crops","crop_00452",200,"Tonnes",NA,5.8092,0,5.8092,0,0,0,0,0,0,0,0,5.8092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Organic fertility sources - Other organic fertility sources - Dairy waste: Spread on Grassland","crops","crop_00465",300,"Tonnes",NA,1.4887,0,1.4887,0,0,0,0,0,0,0,0,1.4887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Livestock - Beef cattle - Calves (under 1 year)","livestock","live_00113",10,"Average head of livestock",NA,7.3472,0,7.3472,0,0,0,5.9795,0,0,5.6488,0.3307,1.3677,0.8238,0.5064,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.6923,NA,0,0,0,0,0,0,0,0,0,150,"10 calves at 3-5 weeks 28/10/24",0,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Livestock - Beef cattle - Calves (under 1 year)","livestock","live_00113",20,"Average head of livestock",NA,15.3801,0,15.3801,0,0,0,12.5049,0,0,11.868,0.6369,2.8752,1.719,1.0356,0,0,0,0,0,0,0,0,0,0,0,0,0,6337.5231,NA,0,0,0,0,0,0,0,0,0,180,"20 stirks bought on 29/11/24",0,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Livestock - Beef cattle - Calves (under 1 year)","livestock","live_00113",0,"Average head of livestock",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,110,"10 calves bought February 2025",0,NA,NA,NA,NA,NA
"FNZ year 5","farm_33_2025","01/01/2022","31/12/2025",31,48,0,"Livestock - Beef cattle - Calves (under 1 year)","livestock","live_00113",10,"Average head of livestock",NA,2.6553,0,2.6553,0,0,0,2.2192,0,0,2.1025,0.1167,0.4361,0.2652,0.1671,0,0,0,0,0,0,0,0,0,0,0,0,0,864.2077,NA,0,0,0,0,0,0,0,0,0,80,"10 calves bought 24/3/25",0,NA,NA,NA,NA,NA
